5.78337e-13 6.36875e-12 6.34622e-11 5.72223e-10 4.66878e-09 3.44692e-08 2.30275e-07 1.39204e-06 7.61455e-06   3.769e-05 0.000168809 0.000684157  0.00250901  0.00832606   0.0250014   0.0679326    0.167025    0.371596    0.748085     1.36276     2.24634     3.35059     4.52226     5.52304     6.10365     6.10365     5.52304     4.52226     3.35059     2.24634     1.36276    0.748085    0.371596    0.167025   0.0679326   0.0250014  0.00832606  0.00250901 0.000684157 0.000168809   3.769e-05 7.61455e-06 1.39204e-06 2.30275e-07 3.44692e-08 4.66878e-09 5.72223e-10 6.34622e-11 6.36875e-12 5.78337e-13
7.05557e-09, 2.90619e-08, 7.10635e-08, 1.47249e-07, 2.79285e-07, 4.76385e-07, 7.73707e-07, 1.95665e-06, 9.63133e-06, 4.94978e-05, 0.000210614, 0.00074104, 0.00221405, 0.0057617, 0.0133963, 0.0286586, 0.0583297, 0.116311, 0.229857, 0.445029, 0.823743, 1.42397, 2.26296, 3.27918, 4.32019, 5.17624, 5.65212, 5.64226, 5.16833, 4.36175, 3.40578, 2.47108, 1.67321, 1.06193, 0.634533, 0.358615, 0.192653, 0.0989131, 0.0488262, 0.0233214, 0.010849, 0.00494613, 0.00222277, 0.000991094, 0.000442959, 0.000201552, 9.42911e-05, 4.39522e-05, 1.79523e-05, 4.37411e-06;
6.88068e-07, 2.76571e-06, 6.4692e-06, 1.28656e-05, 2.50211e-05, 5.03126e-05, 0.000105388, 0.00022673, 0.000491465, 0.00105474, 0.00221357, 0.00451848, 0.00897644, 0.0173983, 0.0328691, 0.0600979, 0.105159, 0.174311, 0.272575, 0.404083, 0.576083, 0.805377, 1.12123, 1.55728, 2.13078, 2.81823, 3.54335, 4.18912, 4.63211, 4.78353, 4.61771, 4.17634, 3.54947, 2.84462, 2.15768, 1.55504, 1.06912, 0.70402, 0.445765, 0.272345, 0.161037, 0.0924057, 0.0516542, 0.0283546, 0.0155202, 0.00862836, 0.00486989, 0.00264354, 0.001196, 0.000307897;
1.48815e-05, 5.8362e-05, 0.000129806, 0.000236865, 0.000406353, 0.000697017, 0.00121507, 0.00213614, 0.00373966, 0.00646235, 0.0109724, 0.0182525, 0.0296616, 0.0469475, 0.0722381, 0.108121, 0.157883, 0.225695, 0.316077, 0.432099, 0.572843, 0.732281, 0.902177, 1.07929, 1.27306, 1.50718, 1.81069, 2.2003, 2.66287, 3.14858, 3.58041, 3.87707, 3.97879, 3.86505, 3.55767, 3.11027, 2.5903, 2.06143, 1.57185, 1.15048, 0.80923, 0.548055, 0.359577, 0.231995, 0.150752, 0.100353, 0.0670074, 0.0414588, 0.0204218, 0.00550174;
0.000131618, 0.000503051, 0.00106376, 0.00178558, 0.00271872, 0.00403111, 0.00602035, 0.00910408, 0.0138042, 0.0207392, 0.0306308, 0.0443232, 0.062807, 0.0872258, 0.118818, 0.15876, 0.207954, 0.266995, 0.336532, 0.417959, 0.513763, 0.626568, 0.756594, 0.898899, 1.04307, 1.17753, 1.29752, 1.41239, 1.54626, 1.72924, 1.98206, 2.3016, 2.6556, 2.98978, 3.24438, 3.37173, 3.34735, 3.17157, 2.86485, 2.4626, 2.01187, 1.56726, 1.18099, 0.886965, 0.686843, 0.549743, 0.430573, 0.298588, 0.15779, 0.0441045;
0.000632352, 0.00237081, 0.00482912, 0.00761365, 0.0105578, 0.0138542, 0.0180326, 0.0238141, 0.0319304, 0.0429924, 0.0574525, 0.0756442, 0.0978567, 0.124408, 0.155707, 0.192304, 0.234881, 0.284106, 0.340336, 0.403346, 0.472471, 0.547384, 0.629162, 0.720558, 0.824393, 0.940215, 1.06125, 1.17467, 1.26695, 1.33249, 1.38082, 1.43698, 1.53348, 1.69724, 1.93763, 2.2395, 2.56148, 2.8391, 2.99651, 2.97262, 2.7576, 2.41764, 2.07803, 1.8558, 1.77691, 1.74294, 1.59042, 1.21647, 0.68068, 0.195937;
0.00190735, 0.00707079, 0.0140821, 0.0213428, 0.0277745, 0.033237, 0.0384983, 0.044842, 0.0535533, 0.065532, 0.0811614, 0.100413, 0.123077, 0.148971, 0.178062, 0.210475, 0.246455, 0.286357, 0.330667, 0.379944, 0.434538, 0.494115, 0.557367, 0.622436, 0.688209, 0.755734, 0.828293, 0.909135, 0.997738, 1.08747, 1.16754, 1.22919, 1.27273, 1.31094, 1.3669, 1.46654, 1.62482, 1.82662, 2.0141, 2.10525, 2.05742, 1.94242, 1.95323, 2.28262, 2.92474, 3.56629, 3.72067, 3.07435, 1.79646, 0.528703;
0.00392188, 0.0145029, 0.0286991, 0.0428807, 0.0542457, 0.0617431, 0.0661853, 0.0696518, 0.0745742, 0.0829278, 0.0957952, 0.113339, 0.135065, 0.160198, 0.18802, 0.218086, 0.250272, 0.284689, 0.32153, 0.360971, 0.403182, 0.448354, 0.49651, 0.546952, 0.597639, 0.645303, 0.687039, 0.723104, 0.759246, 0.806701, 0.879271, 0.988157, 1.13494, 1.3035, 1.45582, 1.54091, 1.51913, 1.38589, 1.17244, 0.928298, 0.724932, 0.701006, 1.08457, 2.07895, 3.60661, 5.12119, 5.77548, 4.98249, 2.98487, 0.890201;
0.00584341, 0.0217606, 0.0435126, 0.065765, 0.0838865, 0.0953072, 0.100009, 0.100134, 0.0990142, 0.100068, 0.105909, 0.117888, 0.136084, 0.159626, 0.187175, 0.217386, 0.249213, 0.282021, 0.315484, 0.349302, 0.382876, 0.415107, 0.444605, 0.470336, 0.492484, 0.513105, 0.536446, 0.569132, 0.620047, 0.699024, 0.813829, 0.96654, 1.14988, 1.34073, 1.48983, 1.52046, 1.35971, 1.00375, 0.568235, 0.259687, 0.272945, 0.708418, 1.58056, 2.85038, 4.35199, 5.64727, 6.06659, 5.12075, 3.04384, 0.906062;
0.00676635, 0.0255831, 0.0524099, 0.0817379, 0.108027, 0.127073, 0.136934, 0.138214, 0.13367, 0.127323, 0.123375, 0.125242, 0.134952, 0.152968, 0.178366, 0.209198, 0.242886, 0.276583, 0.307478, 0.33311, 0.351702, 0.362538, 0.366426, 0.366405, 0.368692, 0.383427, 0.424347, 0.50665, 0.642677, 0.834829, 1.06593, 1.29187, 1.44682, 1.46678, 1.31901, 1.01613, 0.615011, 0.226488, 0.037779, 0.285025, 1.11892, 2.4352, 3.85207, 4.91431, 5.35253, 5.14712, 4.38715, 3.17424, 1.72607, 0.491948;
0.00672237, 0.02584, 0.0543628, 0.0878365, 0.121114, 0.149328, 0.168868, 0.178115, 0.177725, 0.170401, 0.160234, 0.151809, 0.149249, 0.155329, 0.170784, 0.193931, 0.22081, 0.245984, 0.263969, 0.271063, 0.267143, 0.256967, 0.250534, 0.262295, 0.309138, 0.407026, 0.565902, 0.783144, 1.03794, 1.29039, 1.4863, 1.56534, 1.47313, 1.18617, 0.749816, 0.30003, 0.0302756, 0.111553, 0.629925, 1.57988, 2.86373, 4.24352, 5.31783, 5.66049, 5.09417, 3.85124, 2.42812, 1.25684, 0.502201, 0.115475;
